origin_port,origin_region,cargo,destination_port,cargo_distance_m,displayed_sell_value_gbp,distance_status,value_status,source_recording,extraction_pass,supporting_frame_count,distinct_ocr_tuples_seen
Caledonia,East Somerset,Glass,Louisbourg,8607.7,242,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Caledonia,East Somerset,Glass,Madalena,16752.2,386,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caledonia,East Somerset,Glass,Mako's Outlook,10450.6,274,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caledonia,East Somerset,Glass,Matthew's Rest,5564.1,188,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Caledonia,East Somerset,Glass,Maurepas,7892.6,229,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Caledonia,East Somerset,Glass,New Brighton,4647.4,171,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Caledonia,East Somerset,Glass,New Catalina,4523.3,169,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Caledonia,East Somerset,Glass,Pachard Town,6536.7,205,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Caledonia,East Somerset,Glass,Peter's Cove,9934.4,265,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,2
Caledonia,East Somerset,Glass,Petit Anvers,8811.0,245,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Caledonia,East Somerset,Glass,Poblado de San Juan,15442.2,363,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Caledonia,East Somerset,Glass,Point Rocheux,8615.7,242,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Caledonia,East Somerset,Glass,Ponta Delgada,15807.1,369,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Caledonia,East Somerset,Glass,Port Antonio,10827.2,281,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caledonia,East Somerset,Glass,Port Louis,3429.0,150,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Caledonia,East Somerset,Glass,Port Royal,10338.8,272,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caledonia,East Somerset,Glass,Port-Au-Croix,7538.4,223,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,2
Caledonia,East Somerset,Glass,Princeton,4367.8,166,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Caledonia,East Somerset,Glass,Puerto de San Fernando,13486.7,328,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,2
Caledonia,East Somerset,Glass,Saint Vincent,2315.6,130,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Caledonia,East Somerset,Glass,Saint-Nicholas,10308.5,272,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caledonia,East Somerset,Glass,Sainte Rose,9748.2,262,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,3
Caledonia,East Somerset,Glass,San Polo,15187.8,358,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,10,2
Caledonia,East Somerset,Glass,San Salvador,15185.6,358,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,10,2
Caledonia,East Somerset,Glass,San Vito,12204.6,305,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caledonia,East Somerset,Glass,Sandy Settlement,10534.1,276,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caledonia,East Somerset,Glass,Santa Maria,15029.5,356,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,10,2
Caledonia,East Somerset,Glass,Sao Bento,15354.4,361,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,3
Caledonia,East Somerset,Glass,Snake Prosper,395.7,96,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Caledonia,East Somerset,Glass,Sugar Cove,5194.4,181,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Caledonia,East Somerset,Glass,Taylor's Town,9040.8,249,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Caledonia,East Somerset,Glass,Theresa,11437.2,292,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,4
Caledonia,East Somerset,Glass,Thresher Point,8106.2,233,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Caledonia,East Somerset,Glass,Venta Nueva,11984.3,301,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caledonia,East Somerset,Glass,Villarreal Del Mar,792.4,280,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Caledonia,East Somerset,Glass,White Hook,854.8,104,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Caledonia,East Somerset,Glass,Wyntergard,4380.0,166,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caledonia,East Somerset,Glass,Yorinobu's Settlement,4368.0,166,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,even_odd,1,1
Castle Landing,Lebarde,Scales,Al-Jazair,3529.7,158,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,12,1
Castle Landing,Lebarde,Scales,Ashbourne,8599.9,252,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Castle Landing,Lebarde,Scales,Belfry Heights,5132.5,187,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Castle Landing,Lebarde,Scales,Bucket Bay,6427.9,211,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,10,1
Castle Landing,Lebarde,Scales,Caledonia,5240.1,189,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,11,1
Castle Landing,Lebarde,Scales,Caveira,14808.8,366,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Castle Landing,Lebarde,Scales,Caye Tiburon,4514.9,176,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Castle Landing,Lebarde,Scales,Crownstead,9403.3,266,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Castle Landing,Lebarde,Scales,Cumberland Hill,3107.9,150,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,2
Castle Landing,Lebarde,Scales,Deadman's Murcia,5922.5,202,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Castle Landing,Lebarde,Scales,Fair Harbour,6158.4,206,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Castle Landing,Lebarde,Scales,Falmouth,9226.1,263,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Castle Landing,Lebarde,Scales,Gyldenvale,9951.0,277,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Castle Landing,Lebarde,Scales,Jones' Outpost,2781.1,144,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Castle Landing,Lebarde,Scales,Kandlerova,12049.2,315,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Castle Landing,Lebarde,Scales,La Povenglia,9012.1,259,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Castle Landing,Lebarde,Scales,Lebarde,1689.0,124,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,2
Castle Landing,Lebarde,Scales,Lord Irving's Sacrifice,7456.4,230,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Castle Landing,Lebarde,Scales,Louisbourg,11029.2,297,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Castle Landing,Lebarde,Scales,Madalena,16687.2,401,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Castle Landing,Lebarde,Scales,Mako's Outlook,7207.0,226,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Castle Landing,Lebarde,Scales,Matthew's Rest,7014.3,222,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Castle Landing,Lebarde,Scales,Maurepas,10157.2,280,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Castle Landing,Lebarde,Scales,New Brighton,4063.8,168,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,12,1
Castle Landing,Lebarde,Scales,New Catalina,2709.9,143,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Castle Landing,Lebarde,Scales,Pachard Town,7490.6,231,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Castle Landing,Lebarde,Scales,Peter's Cove,5044.7,186,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,10,1
Castle Landing,Lebarde,Scales,Petit Anvers,11898.5,313,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Castle Landing,Lebarde,Scales,Poblado de San Juan,13642.4,345,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Castle Landing,Lebarde,Scales,Point Rocheux,9382.2,266,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Castle Landing,Lebarde,Scales,Ponta Delgada,16677.0,401,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,2
Castle Landing,Lebarde,Scales,Port Antonio,10099.2,279,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,2
Castle Landing,Lebarde,Scales,Port Louis,6822.6,219,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,2
Castle Landing,Lebarde,Scales,Port Royal,8487.0,250,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Castle Landing,Lebarde,Scales,Port-Au-Croix,8445.0,249,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,2
Castle Landing,Lebarde,Scales,Princeton,1666.2,123,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Castle Landing,Lebarde,Scales,Puerto de San Fernando,12383.6,322,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Castle Landing,Lebarde,Scales,Saint Vincent,4796.2,181,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Castle Landing,Lebarde,Scales,Saint-Nicholas,5138.6,188,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,11,1
Castle Landing,Lebarde,Scales,Sainte Rose,12192.4,318,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Castle Landing,Lebarde,Scales,San Polo,11113.1,298,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Castle Landing,Lebarde,Scales,San Salvador,12638.8,326,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Castle Landing,Lebarde,Scales,San Vito,8411.4,248,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Castle Landing,Lebarde,Scales,Sandy Settlement,5430.0,193,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,11,1
Castle Landing,Lebarde,Scales,Santa Maria,13174.1,336,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Castle Landing,Lebarde,Scales,Sao Bento,15663.9,382,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Castle Landing,Lebarde,Scales,Snake Prosper,5072.2,186,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,16,1
Castle Landing,Lebarde,Scales,Sugar Cove,3561.6,158,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,12,1
Castle Landing,Lebarde,Scales,Taylor's Town,3805.9,163,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,12,1
Castle Landing,Lebarde,Scales,Theresa,10187.7,281,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Castle Landing,Lebarde,Scales,Thresher Point,4270.3,172,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,14,1
Castle Landing,Lebarde,Scales,Venta Nueva,12197.2,318,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Castle Landing,Lebarde,Scales,Villarreal Del Mar,10878.3,294,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,2
Castle Landing,Lebarde,Scales,White Hook,5983.6,203,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Castle Landing,Lebarde,Scales,Wyntergard,8648.5,252,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Castle Landing,Lebarde,Scales,Yorinobu's Settlement,4956.1,184,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Caveira,Ilhas Brumas,Honey,Al-Jazair,12779.6,258,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caveira,Ilhas Brumas,Honey,Ashbourne,11754.2,243,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caveira,Ilhas Brumas,Honey,Belfry Heights,10921.0,231,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,2
Caveira,Ilhas Brumas,Honey,Bucket Bay,10487.3,225,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caveira,Ilhas Brumas,Honey,Caledonia,15136.0,292,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Caveira,Ilhas Brumas,Honey,Castle Landing,14808.8,287,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Caveira,Ilhas Brumas,Honey,Caye Tiburon,10538.5,225,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Caveira,Ilhas Brumas,Honey,Crownstead,11905.7,245,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,2
Caveira,Ilhas Brumas,Honey,Cumberland Hill,17164.6,321,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,2
Caveira,Ilhas Brumas,Honey,Deadman's Murcia,4846.5,288,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Caveira,Ilhas Brumas,Honey,Fair Harbour,11790.4,243,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caveira,Ilhas Brumas,Honey,Falmouth,5647.4,154,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Caveira,Ilhas Brumas,Honey,Gyldenvale,13226.9,264,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caveira,Ilhas Brumas,Honey,Jones' Outpost,16274.2,308,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Caveira,Ilhas Brumas,Honey,Kandlerova,11637.0,241,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Caveira,Ilhas Brumas,Honey,La Povenglia,11714.7,242,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caveira,Ilhas Brumas,Honey,Lebarde,13416.3,267,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caveira,Ilhas Brumas,Honey,Lord Irving's Sacrifice,8559.1,197,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Caveira,Ilhas Brumas,Honey,Louisbourg,8360.7,194,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Caveira,Ilhas Brumas,Honey,Madalena,1940.9,101,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,2
Caveira,Ilhas Brumas,Honey,Mako's Outlook,9272.8,207,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Caveira,Ilhas Brumas,Honey,Matthew's Rest,9598.9,212,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Caveira,Ilhas Brumas,Honey,Maurepas,8445.8,195,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,2
Caveira,Ilhas Brumas,Honey,New Brighton,11263.8,236,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caveira,Ilhas Brumas,Honey,New Catalina,17054.6,320,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Caveira,Ilhas Brumas,Honey,Pachard Town,8604.6,197,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Caveira,Ilhas Brumas,Honey,Peter's Cove,13610.3,270,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,3
Caveira,Ilhas Brumas,Honey,Petit Anvers,9659.8,213,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Caveira,Ilhas Brumas,Honey,Poblado de San Juan,4256.1,134,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,2
Caveira,Ilhas Brumas,Honey,Point Rocheux,6592.4,168,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,1
Caveira,Ilhas Brumas,Honey,Ponta Delgada,3792.7,127,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Caveira,Ilhas Brumas,Honey,Port Antonio,4709.6,141,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Caveira,Ilhas Brumas,Honey,Port Louis,12126.6,248,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,2
Caveira,Ilhas Brumas,Honey,Port Royal,6696.6,170,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Caveira,Ilhas Brumas,Honey,Port-Au-Croix,7636.7,183,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Caveira,Ilhas Brumas,Honey,Princeton,13445.2,267,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Caveira,Ilhas Brumas,Honey,Puerto de San Fernando,2936.4,115,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Caveira,Ilhas Brumas,Honey,Saint Vincent,12864.3,259,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
